"Statistic Label","Year","Age","Sex","Criteria for Projection","UNIT","VALUE"
"Population Projections based on Census 2022","2041","2 years","Male","Method - M2","Number","26776"
"Population Projections based on Census 2022","2041","2 years","Female","Method - M2","Number","25420"
"Population Projections based on Census 2022","2041","3 years","Male","Method - M2","Number","26694"
"Population Projections based on Census 2022","2041","3 years","Female","Method - M2","Number","25333"
"Population Projections based on Census 2022","2041","4 years","Male","Method - M2","Number","26941"
"Population Projections based on Census 2022","2041","4 years","Female","Method - M2","Number","25580"
"Population Projections based on Census 2022","2041","5 years","Male","Method - M2","Number","27174"
"Population Projections based on Census 2022","2041","5 years","Female","Method - M2","Number","25769"
"Population Projections based on Census 2022","2041","6 years","Male","Method - M2","Number","27391"
"Population Projections based on Census 2022","2041","6 years","Female","Method - M2","Number","25972"
"Population Projections based on Census 2022","2041","7 years","Male","Method - M2","Number","27586"
"Population Projections based on Census 2022","2041","7 years","Female","Method - M2","Number","26150"
"Population Projections based on Census 2022","2041","8 years","Male","Method - M2","Number","27805"
"Population Projections based on Census 2022","2041","8 years","Female","Method - M2","Number","26369"
"Population Projections based on Census 2022","2041","9 years","Male","Method - M2","Number","28115"
"Population Projections based on Census 2022","2041","9 years","Female","Method - M2","Number","26656"
"Population Projections based on Census 2022","2041","10 years","Male","Method - M2","Number","28432"
"Population Projections based on Census 2022","2041","10 years","Female","Method - M2","Number","26966"
"Population Projections based on Census 2022","2041","11 years","Male","Method - M2","Number","28757"
"Population Projections based on Census 2022","2041","11 years","Female","Method - M2","Number","27266"
"Population Projections based on Census 2022","2041","12 years","Male","Method - M2","Number","29096"
"Population Projections based on Census 2022","2041","12 years","Female","Method - M2","Number","27588"
"Population Projections based on Census 2022","2041","13 years","Male","Method - M2","Number","29523"
"Population Projections based on Census 2022","2041","13 years","Female","Method - M2","Number","27999"
"Population Projections based on Census 2022","2041","14 years","Male","Method - M2","Number","30008"
"Population Projections based on Census 2022","2041","14 years","Female","Method - M2","Number","28465"
"Population Projections based on Census 2022","2041","15 years","Male","Method - M2","Number","30525"
"Population Projections based on Census 2022","2041","15 years","Female","Method - M2","Number","29104"
"Population Projections based on Census 2022","2041","16 years","Male","Method - M2","Number","30972"
"Population Projections based on Census 2022","2041","16 years","Female","Method - M2","Number","29684"
"Population Projections based on Census 2022","2041","17 years","Male","Method - M2","Number","31462"
"Population Projections based on Census 2022","2041","17 years","Female","Method - M2","Number","30220"
"Population Projections based on Census 2022","2041","18 years","Male","Method - M2","Number","32726"
"Population Projections based on Census 2022","2041","18 years","Female","Method - M2","Number","31541"
"Population Projections based on Census 2022","2041","19 years","Male","Method - M2","Number","32690"
"Population Projections based on Census 2022","2041","19 years","Female","Method - M2","Number","31752"
"Population Projections based on Census 2022","2041","20 years","Male","Method - M2","Number","31964"
"Population Projections based on Census 2022","2041","20 years","Female","Method - M2","Number","31227"
"Population Projections based on Census 2022","2041","21 years","Male","Method - M2","Number","33039"
"Population Projections based on Census 2022","2041","21 years","Female","Method - M2","Number","32492"
"Population Projections based on Census 2022","2041","22 years","Male","Method - M2","Number","33645"
"Population Projections based on Census 2022","2041","22 years","Female","Method - M2","Number","32995"
"Population Projections based on Census 2022","2041","23 years","Male","Method - M2","Number","34157"
"Population Projections based on Census 2022","2041","23 years","Female","Method - M2","Number","33305"
"Population Projections based on Census 2022","2041","24 years","Male","Method - M2","Number","34984"
"Population Projections based on Census 2022","2041","24 years","Female","Method - M2","Number","34741"
"Population Projections based on Census 2022","2041","25 years","Male","Method - M2","Number","36702"
"Population Projections based on Census 2022","2041","25 years","Female","Method - M2","Number","36498"
"Population Projections based on Census 2022","2041","26 years","Male","Method - M2","Number","38365"
"Population Projections based on Census 2022","2041","26 years","Female","Method - M2","Number","37864"
"Population Projections based on Census 2022","2041","27 years","Male","Method - M2","Number","39503"
"Population Projections based on Census 2022","2041","27 years","Female","Method - M2","Number","39179"
"Population Projections based on Census 2022","2041","28 years","Male","Method - M2","Number","40455"
"Population Projections based on Census 2022","2041","28 years","Female","Method - M2","Number","40329"
"Population Projections based on Census 2022","2041","29 years","Male","Method - M2","Number","41809"
